,Unnamed: 0,lien_http,note,Nb_votes,Nb_carnets,Titre,Temps,Niveau,eco,nb_part,ingrédients
712,712,https://www.marmiton.org/recettes/recette_pragerplatzchen-sables-de-noel-meringues_43211.aspx,4.0,2.0,233.0,Pragerplätzchen (sablés de Noël meringués),35 min,Niveau moyen,bon marché,6.0,"['250 g de farine', '250 g de beurre', '3 oeufs', '200 g de sucre (poudre très fin voire sucre glace)', 'zeste de citron', 'Cannelle', 'Levure chimique', 'Raisins secs ou pépites de chocolat']"
713,713,https://www.marmiton.org/recettes/recette_biscuit-anglais-de-noel-simplissime_26197.aspx,3.5,2.0,189.0,Biscuit anglais de Noël simplissime,1h15,très facile,bon marché,6.0,"['250 g de farine', '250 g de cassonade', '1/2 sachet de levure', '1/2 cuillère à café de sel fin', '1/2 cuillère à café de gingembre', '1/2 cuillère à café de muscade', '1 dl de lait', ""2 dl d'huile"", '4 oeufs', '100 g de raisins secs imbibés de moitié eau / moitié rhum', '50 g de noix hachées', '50 g de noisettes hachées', '3 tasses de carotte râpées']"
714,714,https://www.marmiton.org/recettes/recette_etoiles-de-noel-au-fromage_93606.aspx,0.0,0.0,161.0,Etoiles de Noël au fromage,21 min,très facile,bon marché,30.0,"['150 g de farine', '1 cuillère à café de sel', '75 g de beurre', '75 g de fromage râpé', '1 oeuf battu avec 1 cuil. à soupe de lait']"
715,715,https://www.marmiton.org/recettes/recette_volailles-aux-epices-de-noel_529687.aspx,0.0,0.0,0.0,Volailles aux épices de Noël,1h20,Niveau moyen,Coût moyen,4.0,"['1 poulet (entre 1,8 et 2 kg)', '3 oranges', '4 batonnets de cannelle', '2 étoiles de badiane', '5 clous de girofle', 'Huile', '1 cuillère à soupe de gingembre frais en purée', 'Sel et poivre', '1 demi litre de bouillon', '2 verres de mirin', '1 cuillère à soupe de miel', ""1 petite gousse d'ail écrasée"", '1 cuillère à café de gingembre écrasé en purée', 'Sel et poivre', '400 g de poitrine de porc hachée', '100 g de boeuf haché', ""3 gousses d'ail écrasées en purée"", '1 oignon coupé finement', '150 g de mie de pain', ""Zeste d'orange"", '1 cuillère à soupe de gingembre haché en purée', '1 cuillère à soupe de quatre-épices', '8 cl de mirin ou autre alcool type porto', '10 cl de lait', 'Sel et poivre']"
716,716,https://www.marmiton.org/recettes/recette_rennes-de-noel-en-chamallow_529715.aspx,0.0,0.0,0.0,Rennes de Noël en chamallow,20 min,facile,bon marché,10.0,"['10 chamallows', ""10 M&M's cacahuète Mini rouge"", '100 g de chocolat au lait', '10 Bretzels mini', '50 g de chocolat blanc', '20 g de chocolat noir']"
717,717,https://www.marmiton.org/recettes/recette_petits-nuages-blancs-de-noel_52482.aspx,0.0,0.0,51.0,Petits nuages blancs de Noël,50 min,Niveau moyen,bon marché,6.0,"[""200 g de cerneau de noix (ou à défaut, d'amandes)"", '3 oeufs (pour les blancs)', '150 g de sucre en poudre', '1 cuillère à café de rhum']"
718,718,https://www.marmiton.org/recettes/recette_truffes-choco-coco-special-noel_64933.aspx,0.0,0.0,124.0,Truffes choco-coco (spécial Noël),1h10,facile,Coût moyen,10.0,"['400 g de chocolat pâtissier fort en cacao', '100 g de beurre', '50 cl de crème fraîche épaisse', '200 g de noix de coco rapée', '50 g de sucre', ""1 jaune d'oeuf""]"
719,719,https://www.marmiton.org/recettes/recette_volailles-aux-epices-de-noel_529687.aspx,0.0,0.0,0.0,Volailles aux épices de Noël,1h20,Niveau moyen,Coût moyen,4.0,"['1 poulet (entre 1,8 et 2 kg)', '3 oranges', '4 batonnets de cannelle', '2 étoiles de badiane', '5 clous de girofle', 'Huile', '1 cuillère à soupe de gingembre frais en purée', 'Sel et poivre', '1 demi litre de bouillon', '2 verres de mirin', '1 cuillère à soupe de miel', ""1 petite gousse d'ail écrasée"", '1 cuillère à café de gingembre écrasé en purée', 'Sel et poivre', '400 g de poitrine de porc hachée', '100 g de boeuf haché', ""3 gousses d'ail écrasées en purée"", '1 oignon coupé finement', '150 g de mie de pain', ""Zeste d'orange"", '1 cuillère à soupe de gingembre haché en purée', '1 cuillère à soupe de quatre-épices', '8 cl de mirin ou autre alcool type porto', '10 cl de lait', 'Sel et poivre']"
720,720,https://www.marmiton.org/recettes/recette_rennes-de-noel-en-chamallow_529715.aspx,0.0,0.0,0.0,Rennes de Noël en chamallow,20 min,facile,bon marché,10.0,"['10 chamallows', ""10 M&M's cacahuète Mini rouge"", '100 g de chocolat au lait', '10 Bretzels mini', '50 g de chocolat blanc', '20 g de chocolat noir']"
721,721,https://www.marmiton.org/recettes/recette_galettes-de-tofu-aux-cacahuetes_19110.aspx,1.3,3.0,69.0,Galettes de tofu aux cacahuètes,20 min,très facile,bon marché,6.0,"['100 g de tofu nature', '24 arachides décortiquées (pas les cacahuètes apéritives salées)', '100 g de fromage blanc battu 0 %', '1 oeuf (facultatif)', '1 cuillère à soupe de sauce soja', 'Poivre', 'Muscade']"
722,722,https://www.marmiton.org/recettes/recette_galettes-bolognaise-avec-des-restes_59498.aspx,0.0,0.0,75.0,Galettes bolognaise (avec des restes),30 min,facile,bon marché,4.0,"['1 reste de purée (environ 200 g)', '1 reste de sauce bolognaise (environ 10 cl)', '1 reste de viande hachée cuite (environ 200 g)', ""1 jaune d'oeuf"", '3 cuillères à soupe de farine', ""3 cuillères à soupe d'huile"", 'Poivre', 'Sel']"
723,723,https://www.marmiton.org/recettes/recette_galette-aux-poireaux-et-jambon_222895.aspx,0.0,0.0,149.0,Galette aux poireaux et jambon,25 min,facile,bon marché,10.0,"['3 poireaux', '5 tranches de jambon blanc', '1 oignon', '3 oeufs', '20 cl de farine', 'Huile pour la cuisson']"
724,724,https://www.marmiton.org/recettes/recette_galettes-de-courgettes-aux-escargots_68691.aspx,0.0,0.0,11.0,Galettes de courgettes aux escargots,1h15,très facile,Coût moyen,4.0,"['2 courgettes', '2 oeufs', '3 cuillères à soupe de farine', '5 cl de crème fraîche', 'Poivre', 'Sel', '1 noix de beurre', '2 poireaux', '2 branches de céleri', '1 échalote', ""10 cl d'eau"", '10 cl de lait', '20 cl de crème fraîche', ""2 gousses d'ail"", '1/2 bouquet de persil']"
725,725,https://www.marmiton.org/recettes/recette_galette-de-millet-aux-poireaux_230724.aspx,5.0,2.0,41.0,Galette de millet aux poireaux,1 h,facile,bon marché,4.0,"['180 g de millet', '2 poireaux (environ 600g)', '125 g de fromage à raclette', 'Poivre', 'Sel', 'Muscade']"
726,726,https://www.marmiton.org/recettes/recette_galettes-aux-carottes-et-mais_318795.aspx,5.0,1.0,54.0,Galettes aux carottes et maïs,1h10,facile,bon marché,4.0,"['5 carottes', '70 g de maïs (1/2 petite boite)', '1 oeuf', '3 cuillères à soupe de farine', '10 cl de crème fraîche liquide', '100 g de gruyère', '100 g de chapelure', '1 cuillère à café de paprika', '6 brins de persil émincés', ""3 cuillères à soupe d'huile de tournesol"", 'Poivre', 'Sel']"
727,727,https://www.marmiton.org/recettes/recette_galettes-de-viande-aux-raisins_30506.aspx,5.0,1.0,41.0,Galettes de viande aux raisins,30 min,très facile,bon marché,4.0,"['600 g de viande hachée (mélange porc et veau ou autre, selon vos gôuts)', ""2 jaunes d'oeuf"", '1 biscotte', '1 oignon finement haché', '1 bol de raisins secs jaunes', 'Poivre', 'Sel', 'Cannelle', ""Paprika (et autres selon l'envie)""]"
728,728,https://www.marmiton.org/recettes/recette_galettes-de-veau-menthe-citron_164588.aspx,5.0,1.0,34.0,Galettes de veau menthe citron,30 min,très facile,bon marché,3.0,"['250 g de farce de veau', '20 feuilles de menthe fraîche', 'zeste de citron', '1 oignon moyen', '1 oeuf', '1 biscotte (ou chapelure)', 'Poivre', '1 noix de beurre']"
729,729,https://www.marmiton.org/recettes/recette_galette-du-petit-chaperon-rouge_54929.aspx,0.0,0.0,85.0,Galette du Petit Chaperon Rouge,40 min,très facile,bon marché,8.0,"['250 g de beurre', '250 g de sucre', '400 g de farine', '1 sachet de levure', '1 sachet de sucre vanillé', '1 pincée de sel', '1 oeuf', ""1 jaune d'oeuf pour dorer la galette""]"
730,730,https://www.marmiton.org/recettes/recette_une-creme-glacee-de-noel_49585.aspx,5.0,1.0,120.0,Une crème glacée de Noël,30 min,facile,Coût moyen,6.0,"['100 g de sucre fin', '25 cl de lait entier', '25 cl de crème fraîche', ""2 cuillères à café d'extrait de vanille"", '1 pincée de sel', ""1 poignée d'orange confites"", ""1 poignée de raisins secs marinés dans de l'armagnac"", ""20 g de pâtes d'amandes"", '1 pincée de cannelle']"
731,731,https://www.marmiton.org/recettes/recette_cake-de-noel-aux-marrons_222179.aspx,4.0,1.0,81.0,Cake de Noël aux marrons,1h10,facile,Coût moyen,8.0,"['3 oeufs', '1 citron', '125 g de sucre', '150 g de farine', '1 sachet de levure', '50 g de beurre', '15 cl de lait', ""2 cuillères à soupe de sirop d'érable"", '500 g de châtaigne en boîte ou en bocal + 2 ou 3 pour la décoration', '1 pomme', 'Décor en sucre']"
732,732,https://www.marmiton.org/recettes/recette_fromage-de-noel_222173.aspx,4.0,1.0,238.0,Verrines de fromage de Noël,15 min,facile,bon marché,6.0,"['150 g de roquefort', '1/2 camembert', '50 g de beurre', '20 noix décortiquées', 'Pain de campagne grillé']"
733,733,https://www.marmiton.org/recettes/recette_boules-de-noix-de-noel_42949.aspx,0.0,0.0,47.0,Boules de noix de Noel,1h05,très facile,bon marché,25.0,"['100 g de noix rapées (noix du noyer de France)', '100 g de sucre glace', '20 g de beurre', 'cuillère de café de café soluble', 'Sucre cristallisé']"
734,734,https://www.marmiton.org/recettes/recette_petites-galettes-au-cheddar-fondant_39282.aspx,4.5,8.0,242.0,Petites galettes au cheddar fondant,25 min,très facile,bon marché,4.0,"['250 g de farine', '20 cl de lait', '1 oeuf', '200 g de cheddar râpé ou en morceaux', '1 cuillère à café de sel', 'Poivre', 'Huile (pour la poêle)']"
735,735,https://www.marmiton.org/recettes/recette_galettes-de-tofu-aux-cacahuetes_19110.aspx,1.3,3.0,69.0,Galettes de tofu aux cacahuètes,20 min,très facile,bon marché,6.0,"['100 g de tofu nature', '24 arachides décortiquées (pas les cacahuètes apéritives salées)', '100 g de fromage blanc battu 0 %', '1 oeuf (facultatif)', '1 cuillère à soupe de sauce soja', 'Poivre', 'Muscade']"
736,736,https://www.marmiton.org/recettes/recette_galettes-bolognaise-avec-des-restes_59498.aspx,0.0,0.0,75.0,Galettes bolognaise (avec des restes),30 min,facile,bon marché,4.0,"['1 reste de purée (environ 200 g)', '1 reste de sauce bolognaise (environ 10 cl)', '1 reste de viande hachée cuite (environ 200 g)', ""1 jaune d'oeuf"", '3 cuillères à soupe de farine', ""3 cuillères à soupe d'huile"", 'Poivre', 'Sel']"
737,737,https://www.marmiton.org/recettes/recette_galette-aux-poireaux-et-jambon_222895.aspx,0.0,0.0,149.0,Galette aux poireaux et jambon,25 min,facile,bon marché,10.0,"['3 poireaux', '5 tranches de jambon blanc', '1 oignon', '3 oeufs', '20 cl de farine', 'Huile pour la cuisson']"
738,738,https://www.marmiton.org/recettes/recette_galettes-de-courgettes-aux-escargots_68691.aspx,0.0,0.0,11.0,Galettes de courgettes aux escargots,1h15,très facile,Coût moyen,4.0,"['2 courgettes', '2 oeufs', '3 cuillères à soupe de farine', '5 cl de crème fraîche', 'Poivre', 'Sel', '1 noix de beurre', '2 poireaux', '2 branches de céleri', '1 échalote', ""10 cl d'eau"", '10 cl de lait', '20 cl de crème fraîche', ""2 gousses d'ail"", '1/2 bouquet de persil']"
739,739,https://www.marmiton.org/recettes/recette_galette-de-ble-aux-courgettes_31265.aspx,4.6,11.0,237.0,Galette de blé aux courgettes,50 min,facile,bon marché,2.0,"[""3 dl d'eau"", '1/2 cuillère à café de sel', '1 cuillère à soupe de curry fort', '100 g de blé Ebly (blé dur précuit)', '2 courgettes râpées', ""2 gousses d'ail , pressées"", '2 cuillères à soupe de sbrinz râpé', '2 cuillères à soupe de farine', '1 oeuf frais, battu', 'Poivre', 'Sel', 'Huile pour la cuisson']"
740,740,https://www.marmiton.org/recettes/recette_poulet-aux-langoustines-pour-noel_313593.aspx,4.0,1.0,289.0,Poulet aux langoustines pour Noël,1h25,Niveau moyen,Coût moyen,6.0,"['6 morceaux de poulet (cuisses + le haut de la cuisse)', '18 langoustines crues', '50 g de beurre', '1 cuillère à soupe de concentré de tomates', '2 échalotes', '50 cl de vin blanc sec', '25 cl de crème fraîche épaisse', '15 cl de cognac', 'Sel', 'Poivre']"
741,741,https://www.marmiton.org/recettes/recette_buche-de-noel-facon-tiramisu_389604.aspx,0.0,0.0,0.0,Bûche de Noël façon Tiramisu,2h30,Niveau moyen,Coût moyen,10.0,"['440 g de sucre en poudre', '20 g de sucre glace', '100 g de sucre roux', '20 g de sucre vanillé', '100 g de glucose', '100 g de chocolat blanc', '120 g de chocolat praliné', '45 ml de café', '5 feuilles de gélatine', '75 ml de lait concentré non sucré', '3 poires', '2 gousses de vanille', '70 g de crêpe', '6 oeufs', '250 g de mascarpone', '20 cl de crème liquide', '60 g de farine']"
742,742,https://www.marmiton.org/recettes/recette_galette-chevre-lardons-creme-fraiche_48930.aspx,4.5,2.0,238.0,Galette chèvre-lardons-crème fraîche,10 min,très facile,bon marché,4.0,"['4 galettes de blé noir', '1 petit pot de crème fraîche', '1 barquette de lardons', '1 crottin de Chavignol']"
743,743,https://www.marmiton.org/recettes/recette_sardines-galettes-frites-a-l-orientale_20035.aspx,4.0,2.0,98.0,sardines-galettes frites à l'orientale,50 min,facile,bon marché,2.0,"['12 sardines fraîches (taille petites à moyennes)', 'Tomate trois, avec le moins de jus possibl', ""Ail (selon les goûts, mais cette recette apprécie le goût relevé de l'ail)"", ""Persil plat, une botte (une bonne quantité en effet car c'est cela qui lie la farce)"", 'échalote deux petite', 'Cumin', 'Paprika', 'Citron deux ou trois cuillères à soupe de jus', 'Sel', 'Poivre', ""Huile d'olive (deux cuillères à soupe)"", 'Farine ou chapelure', 'Huile de friture']"
744,744,https://www.marmiton.org/recettes/recette_petits-galets-sarrazin-citron-sans-gluten_64908.aspx,5.0,3.0,319.0,Petits galets sarrazin-citron sans gluten,28 min,très facile,Coût moyen,20.0,"['150 g de farine riz-millet (ou à défaut riz sel ou mix sans gluten...)', '50 g de farine de sarrazin', ""50 g de poudre d'amandes"", '125 g de sucre', 'zeste de citron (non traité)', '1 pincée de sel', ""3 jaunes d'oeuf"", '50 g de beurre', 'demi de citron']"
745,745,https://www.marmiton.org/recettes/recette_galette-des-rois-frangipane-ananas_86274.aspx,0.0,0.0,67.0,Galette des rois frangipane ananas,45 min,très facile,bon marché,8.0,"['2 pâtes feuilletées', '100 g de sucre', '2 oeufs + 1 jaune', '100 g de beurre ramolli', '40 g de farine', ""140 g d'amandes moulues"", ""3 tranches d'ananas au sirop""]"
746,746,https://www.marmiton.org/recettes/recette_galette-au-beurre-de-mamie_173023.aspx,0.0,0.0,54.0,Galette au beurre de Mamie,35 min,facile,bon marché,8.0,"[""3 jaunes d'oeuf + 1 pour la dorure"", '250 g de beurre ramolli (mais pas trop)', '250 g de sucre', '400 g de farine', '1 pincée de sel', '1/2 sachet de levure']"
747,747,https://www.marmiton.org/recettes/recette_galette-ardennaise-a-ma-facon_218397.aspx,0.0,0.0,40.0,Galette ardennaise à ma façon,50 min,Niveau moyen,bon marché,18.0,"['500 g de farine environ', '3 oeufs', '20 g de levure boulanger', '25 g de sel', '300 g de beurre ramolli', '60 g de sucre', '200 g de crème épaisse', '2 oeufs', 'Sucre selon goût']"
748,748,https://www.marmiton.org/recettes/recette_galettes-moelleuses-a-la-banane_68168.aspx,0.0,0.0,31.0,Galettes moelleuses à la banane,25 min,très facile,bon marché,6.0,"['6 bananes', '6 pains au lait', '50 cl de lait', '1 cuillère à café de cannelle en poudre', '1 oeuf', '100 g de sucre en poudre', '2 sachets de sucre vanillé', 'Sucre glace', '50 g de raisins secs trempés dans un peu de rhum (facultatif)']"
749,749,https://www.marmiton.org/recettes/recette_galettes-de-sarrazin-aux-crepidules_335815.aspx,0.0,0.0,7.0,Galettes de sarrazin aux crépidules,1h05,Niveau moyen,bon marché,4.0,"['4 galettes (bretonnes) de sarrasin', '4 poireaux', '500 g de crépidule', '1 noix de beurre salé', '20 cl de crème fraîche liquide']"
750,750,https://www.marmiton.org/recettes/recette_galette-de-courgette-et-de-crabe_59357.aspx,2.0,3.0,102.0,Galette de courgette et de crabe,25 min,très facile,bon marché,4.0,"['3 courgettes', '1 pomme de terre moyenne', '1 boîte de crabe émietté', '2 oeufs', 'Coriandre']"
751,751,https://www.marmiton.org/recettes/recette_aumonieres-de-galette-au-saumon-fume_86404.aspx,5.0,1.0,86.0,Aumonières de galette au saumon fumé,45 min,facile,bon marché,4.0,"['50 g de farine de blé noir (sarrasin)', '50 g de farine de froment', '1 oeuf', '200 g de lait', '1 pincée de sel', ""2 cuillères à soupe d'huile de tournesol"", '50 g de saumon fumé', '4 surimi', '1/3 concombre', '1/2 pomme', '2 feuilles de poireau', '20 cl de crème fraîche', '1 citron', 'Estragon', 'Poivre', 'Sel']"
752,752,https://www.marmiton.org/recettes/recette_galettes-de-pois-casses-et-lentilles_308575.aspx,5.0,1.0,197.0,Galettes de pois cassés et lentilles,40 min,facile,bon marché,4.0,"['4 cuillères à soupe de lentilles vertes ou corail', '4 cuillères à soupe de pois cassés trempés', '2 cuillères à soupe de farine de pois chiche', '1 oeuf', '1 pincée de curry', '1 branche de coriandre ciselée au besoin', 'Sel', 'Poivre', ""Huile d'olive""]"
753,753,https://www.marmiton.org/recettes/recette_kak-bi-halib-galettes-au-lait_21496.aspx,0.0,0.0,20.0,Kâk bi halib // Galettes au lait,35 min,facile,bon marché,6.0,"['500 g de farine', '100 g de beurre', ""1 cuillère à soupe d'huile"", '1 verre de lait (1/4 de litre)', '200 g de sucre', '1 cuillère à café de levure en poudre', '1 cuillère à café de feuilles de marjolaine (mardakoûche), anis (yansoun). Les graines de merisier sont facultatives']"
754,754,https://www.marmiton.org/recettes/recette_galettes-de-pain-perdu-au-fromage_55094.aspx,0.0,0.0,66.0,Galettes de pain perdu au fromage,10 min,très facile,bon marché,6.0,"['Pain rassis (équivalant de 2 baguettes)', '1 bol de lait', '150 g de gruyère râpé', 'Poivre', 'Sel', 'Ras el Hanout', 'Beurre pour cuisson', '1 échalote', '1 oeuf']"
755,755,https://www.marmiton.org/recettes/recette_galette-de-sarasin-terre-et-mer_221030.aspx,0.0,0.0,29.0,Galette de sarasin Terre et Mer,25 min,facile,bon marché,2.0,"['8 crevettes fraiches', '1/2 pomme (acidulée si possible)', '2 galettes (bretonnes) de sarrasin', '1 orange ou du gingembre frais', 'Mâche', '1 tranche de jambon cru', '1 noix de beurre', '1 citron frais ou du jus de citron', 'Basilic', ""Huile d'olive""]"
756,756,https://www.marmiton.org/recettes/recette_galettes-de-polenta-a-la-mozzarella_31155.aspx,0.0,0.0,139.0,Galettes de polenta à la mozzarella,28 min,facile,Coût moyen,6.0,"['250 g de polenta précuite', ""8 tomates confites à l'huile d'olive"", ""8 filets d'anchois à l'huile d'olive"", '12 olives noires dénoyautées', '300 g de mozzarella', ""1 cuillère à soupe d'huile d'olive"", 'Gros sel', 'Poivre concassé']"
757,757,https://www.marmiton.org/recettes/recette_stollen-rhenan-pain-de-noel-allemand_26587.aspx,3.7,3.0,245.0,Stollen rhénan (pain de Noël allemand),1 j 40 min,facile,Coût moyen,3.0,"['500 g de raisins secs', ""200 g d'amandes"", '100 g de citron confit', ""100 g d'orange confites"", 'zeste de citron non traités', '1 cuillère à café de sel', '1 cuillère à café de cannelle', '1 pointe de couteau de cardamome', '1 pincée de muscade', ""1 cuillère à café d'anis en poudre"", '3 gousses de vanille', '125 ml de rhum (ou kirsch)', '100 g de levure du boulanger', '500 ml de lait', '250 g de sucre', '1.5 kg de farine', '250 g de beurre', '2 oeufs', '750 g de pâte d’amandes', '100 g de beurre fondu', '2 sachets de sucre vanillé', '200 g de sucre en poudre']"
758,758,https://www.marmiton.org/recettes/recette_petits-gateaux-de-noel-tres-rapides_54230.aspx,3.3,8.0,733.0,Petits gâteaux de Noël très rapides,13 min,très facile,bon marché,20.0,"['100 g de farine', '60 g de sucre', '60 g de beurre', ""Cannelle + gingembre ou cacao ou ricorée ou zeste d'orange, bref comme vous voulez !"", 'Lait tiède']"
759,759,https://www.marmiton.org/recettes/recette_galette-comtoise-de-tata-chantal_54779.aspx,2.8,4.0,73.0,Galette comtoise de Tata Chantal,1 h,très facile,bon marché,6.0,"[""1/4 l d'eau (25 cl)"", '75 g de beurre', '4 cuillères à soupe de sucre', '1 sachet de sucre vanillé', '1 pincée de sel', '3 oeufs', '2 cuillères de crème', ""1 cuillère à soupe de fleur d'oranger"", '150 g de farine']"
762,762,https://www.marmiton.org/recettes/recette_galette-de-courgettes-et-de-semoule_39726.aspx,4.7,6.0,546.0,Galette de courgettes et de semoule,55 min,très facile,bon marché,4.0,"['600 g de courgette', '3 oeufs', '10 cl de crème liquide', '100 g de semoule', '100 g de gruyère râpé', 'Herbes de Provence']"
763,763,https://www.marmiton.org/recettes/recette_la-galette-charentaise-de-dd_40787.aspx,4.0,2.0,64.0,La galette charentaise de DD,25 min,très facile,bon marché,1.0,"['375 g de farine', '200 g de sucre', '125 g de beurre mou', '1 oeuf', 'Arôme vanille et citron', ""Jaune d'oeuf et un peu de lait (facultatif)""]"
764,764,https://www.marmiton.org/recettes/recette_galettes-roulees-au-saumon-rapides_10839.aspx,0.0,0.0,71.0,Galettes roulées au saumon rapides,25 min,facile,bon marché,6.0,"['300 g de farine', '3 oeufs', '1/2 l de lait', ""3 cuillères à soupe d'huile"", '1 pincée de sel', '8 tranches de saumon fumé', '6 carré frais', '1 citron', 'Persil ciselé', 'Poivre', 'Sel']"
765,765,https://www.marmiton.org/recettes/recette_stollen-rhenan-pain-de-noel-allemand_26587.aspx,3.7,3.0,245.0,Stollen rhénan (pain de Noël allemand),1 j 40 min,facile,Coût moyen,3.0,"['500 g de raisins secs', ""200 g d'amandes"", '100 g de citron confit', ""100 g d'orange confites"", 'zeste de citron non traités', '1 cuillère à café de sel', '1 cuillère à café de cannelle', '1 pointe de couteau de cardamome', '1 pincée de muscade', ""1 cuillère à café d'anis en poudre"", '3 gousses de vanille', '125 ml de rhum (ou kirsch)', '100 g de levure du boulanger', '500 ml de lait', '250 g de sucre', '1.5 kg de farine', '250 g de beurre', '2 oeufs', '750 g de pâte d’amandes', '100 g de beurre fondu', '2 sachets de sucre vanillé', '200 g de sucre en poudre']"
766,766,https://www.marmiton.org/recettes/recette_nems-feuilletes-de-noel-aux-escargots_52541.aspx,5.0,1.0,508.0,Nems feuilletés de Noël (aux escargots),40 min,très facile,assez cher,4.0,"['1 bloc de pâte feuilletée de bonne qualité', '4 escargots de Bourgogne (en boîte)', '250 g de beurre pommade', '1 verre de persil double ciselé', ""2 échalotes et 4 gousses d'ail"", '4 feuilles de salade pour tenir les nems (chauds!)', ""1 jaune d'oeuf pour la dorure"", 'Poivre', 'Sel']"
767,767,https://www.marmiton.org/recettes/recette_galettes-de-flocons-d-avoine-aux-legumes_21605.aspx,3.9,8.0,436.0,Galettes de flocons d'avoine aux légumes,30 min,facile,bon marché,4.0,"[""250 g de flocons d'avoine"", '1 oeuf', '2 oignons', '1 carotte', 'Poivre', 'Sel', 'Muscade en poudre']"
768,768,https://www.marmiton.org/recettes/recette_galettes-de-pommes-de-terre-alsaciennes_11764.aspx,4.4,7.0,359.0,Galettes de pommes de terre alsaciennes,40 min,Niveau moyen,Coût moyen,4.0,"['800 g de pomme de terre', '1 oignon', '2 oeufs', ""10 cl d'huile"", 'Persil', 'Poivre', 'Sel', 'Muscade']"
769,769,https://www.marmiton.org/recettes/recette_confiture-de-noel-aux-fruits-secs_231363.aspx,0.0,0.0,66.0,Confiture de Noel aux fruits secs,1h20,facile,Coût moyen,3.0,"['200 g de figue séchées', ""100 g d'abricot secs"", '50 g de datte dénoyautées', '50 g de pruneau', '50 g de raisins secs', '60 g de cerneau de noix', '300 g de sucre en poudre', '2 oranges = zeste + jus', '2 citrons = zeste + jus', ""60 cl d'eau"", '6 pincées de quatre-épices . (poudres)']"
770,770,https://www.marmiton.org/recettes/recette_bredeles-de-noel-a-la-vanille_383882.aspx,0.0,0.0,0.0,Bredeles de Noël à la vanille,30 min,très facile,bon marché,7.0,"['50 g de sucre fin', '4 sachets de sucre vanillé', '125 g de beurre', '250 g de farine', '1 gousse de vanille ( Facultatif )']"
771,771,https://www.marmiton.org/recettes/recette_la-farce-de-noel-de-maman_222117.aspx,0.0,0.0,90.0,La farce de Noël de Maman,30 min,facile,bon marché,6.0,"['300 chair à saucisse', '2 oignons (moyens)', '4 tranches de pain', 'Abats de la volaille', '2 cuillères à soupe de raisins secs', 'Poivre', 'Sel', 'Persil et fines herbes']"
772,772,https://www.marmiton.org/recettes/recette_galettes-roulees-au-saumon-rapides_10839.aspx,0.0,0.0,71.0,Galettes roulées au saumon rapides,25 min,facile,bon marché,6.0,"['300 g de farine', '3 oeufs', '1/2 l de lait', ""3 cuillères à soupe d'huile"", '1 pincée de sel', '8 tranches de saumon fumé', '6 carré frais', '1 citron', 'Persil ciselé', 'Poivre', 'Sel']"
773,773,https://www.marmiton.org/recettes/recette_nems-feuilletes-de-noel-aux-escargots_52541.aspx,5.0,1.0,508.0,Nems feuilletés de Noël (aux escargots),40 min,très facile,assez cher,4.0,"['1 bloc de pâte feuilletée de bonne qualité', '4 escargots de Bourgogne (en boîte)', '250 g de beurre pommade', '1 verre de persil double ciselé', ""2 échalotes et 4 gousses d'ail"", '4 feuilles de salade pour tenir les nems (chauds!)', ""1 jaune d'oeuf pour la dorure"", 'Poivre', 'Sel']"
774,774,https://www.marmiton.org/recettes/recette_galettes-a-la-creme-de-lait_25820.aspx,4.0,3.0,42.0,Galettes à la crème de lait,20 min,très facile,bon marché,4.0,"['125 g de crème ""cuite"" (qui est en fait la peau du lait obtenue après ébullition)', '90 g de sucre en poudre', '125 g de farine']"
775,775,https://www.marmiton.org/recettes/recette_confiture-de-noel-aux-fruits-secs_231363.aspx,0.0,0.0,66.0,Confiture de Noel aux fruits secs,1h20,facile,Coût moyen,3.0,"['200 g de figue séchées', ""100 g d'abricot secs"", '50 g de datte dénoyautées', '50 g de pruneau', '50 g de raisins secs', '60 g de cerneau de noix', '300 g de sucre en poudre', '2 oranges = zeste + jus', '2 citrons = zeste + jus', ""60 cl d'eau"", '6 pincées de quatre-épices . (poudres)']"
776,776,https://www.marmiton.org/recettes/recette_bredeles-de-noel-a-la-vanille_383882.aspx,0.0,0.0,0.0,Bredeles de Noël à la vanille,30 min,très facile,bon marché,7.0,"['50 g de sucre fin', '4 sachets de sucre vanillé', '125 g de beurre', '250 g de farine', '1 gousse de vanille ( Facultatif )']"
777,777,https://www.marmiton.org/recettes/recette_la-farce-de-noel-de-maman_222117.aspx,0.0,0.0,90.0,La farce de Noël de Maman,30 min,facile,bon marché,6.0,"['300 chair à saucisse', '2 oignons (moyens)', '4 tranches de pain', 'Abats de la volaille', '2 cuillères à soupe de raisins secs', 'Poivre', 'Sel', 'Persil et fines herbes']"
778,778,https://www.marmiton.org/recettes/recette_galette-au-goumeau-de-saint-amour_10592.aspx,4.0,1.0,9.0,Galette au Goumeau de Saint-Amour,45 min,Niveau moyen,Coût moyen,4.0,"['80 g de beurre', ""20 g de saindoux (ou 100 g de beurre si vous n'avez pas de saindoux)"", '2 oeufs', '10 cl de crème épaisse', 'Farine', 'Poivre', 'Sel']"
